PHARMACY_NAME,CITY,STATE NAME,STATE,ZIP,COUNTY,R/U
PHARM HOUSE DRUG - TRINITY LLC,TRINITY,Texas,TX,75862,TRINITY,RURAL
MAXCARE PHARMACY,HOUSTON,Texas,TX,77036,HARRIS,URBAN
HUNT COMMUNITY PHARMACY,GREENVILLE,Texas,TX,75401,HUNT,URBAN
PHARM HOUSE DRUG - LA VERNIA LLC,LA VERNIA,Texas,TX,78121,WILSON,RURAL
METHODIST COMMUNITY PHARMACY - DALLAS,DALLAS,Texas,TX,75203,DALLAS,URBAN
REMEDI HEALTHCARE SERVICES,PLANO,Texas,TX,75074,COLLIN,URBAN
DIVINE PHARMACY,EDINBURG,Texas,TX,78539,HIDALGO,URBAN
UT HEALTH EAST TEXAS BEHAVIORIAL HEALTH,TYLER,Texas,TX,75701,SMITH,URBAN
MEMORIAL HERMANN HOME HEALTH PHARMACY,KATY,Texas,TX,77449,HARRIS,URBAN
IMEDSPLUS I-CARE (INTEGRATIVE CARE),DALLAS,Texas,TX,75219,DALLAS,URBAN
CODE 3 ER AT DFW AIRPORT,DALLAS,Texas,TX,75261,DALLAS,URBAN
ZAZEN SURGERY CENTER LLC,KATY,Texas,TX,77494,FORT BEND,URBAN
PRESTIGE EMERGENCY ROOM,SAN ANTONIO,Texas,TX,78254,BEXAR,URBAN
EMERGENCY CARE OF FLORESVILLE,FLORESVILLE,Texas,TX,78114,WILSON,RURAL
SAN ANTONIO - AMG SPECIALTY HOSPITAL,SAN ANTONIO,Texas,TX,78212,BEXAR,URBAN
LIBERTY PHARMACY,GEORGETOWN,Texas,TX,78628,WILLIAMSON,URBAN
ALAMO SPECIALTY PHARMACY,SAN ANTONIO,Texas,TX,78240,BEXAR,URBAN
ALLEN PHARMACY & WELLNESS,ALLEN,Texas,TX,75013,COLLIN,URBAN
CLEVELAND EMERGENCY HOSPITAL-DEERBROOK,HUMBLE,Texas,TX,77338,HARRIS,URBAN
MED CHEST PHARMACY,PARIS,Texas,TX,75460,LAMAR,RURAL
COPPELL SURGERY CENTER,COPPELL,Texas,TX,75019,DALLAS,URBAN
UT HEALTH EAST TEXAS REHABILITATION HOSP,TYLER,Texas,TX,75701,SMITH,URBAN
WESTOVER HILLS SURGERY CENTER,SAN ANTONIO,Texas,TX,78251,BEXAR,URBAN
HCP PHARMACY 2,ARLINGTON,Texas,TX,76015,TARRANT,URBAN
LIFE SAVERS EMERGENCY ROOM,HOUSTON,Texas,TX,77018,HARRIS,URBAN
PHARM HOUSE DRUG - LA GRANGE LLC,LA GRANGE,Texas,TX,78945,FAYETTE,RURAL
TOWNSEN MEMORIAL HOSPITAL,HUMBLE,Texas,TX,77338,HARRIS,URBAN
WESTEX PHARMACY,ODESSA,Texas,TX,79761,ECTOR,URBAN
NEW BRAUNFELS ER,NEW BRAUNFELS,Texas,TX,78132,COMAL,URBAN
CITY HOSPITAL AT WHITE ROCK,DALLAS,Texas,TX,75218,DALLAS,URBAN
CARE PLUS PHARMACY LLC,HOUSTON,Texas,TX,77060,HARRIS,URBAN
LONESTAR 24HR ER,NEW BRAUNFELS,Texas,TX,78132,COMAL,URBAN
RED OAK PHARMACY,RED OAK,Texas,TX,75154,ELLIS,URBAN
CLEARFORK PHARMACY,MILLSAP,Texas,TX,76066,PARKER,URBAN
HYLAND'S PHARMACY,SHAMROCK,Texas,TX,79079,WHEELER,RURAL
JOE PHARMACY,COMMERCE,Texas,TX,75428,HUNT,URBAN
ADVANCED VITAL CARE,AMARILLO,Texas,TX,79106,POTTER,URBAN
FOCAL PHARMACY,HOUSTON,Texas,TX,77058,HARRIS,URBAN
HERO HOME DELIVERY & SPECIALTY PHARMACY,DALLAS,Texas,TX,75214,DALLAS,URBAN
STARWOOD PHARMACY SERVICES,FRISCO,Texas,TX,75034,DENTON,URBAN
HGS PHARMACY,AUSTIN,Texas,TX,78758,TRAVIS,URBAN
LONE STAR ENDOSCOPY SOUTHLAKE,SOUTHLAKE,Texas,TX,76092,TARRANT,URBAN
HCA HOUSTON HEALTHCARE SPECIALTY HOSPITA,HOUSTON,Texas,TX,77004,HARRIS,URBAN
CC PHARMACY 3,ROUND ROCK,Texas,TX,78665,WILLIAMSON,URBAN
WALMART PHARMACY 10-7261,PLANO,Texas,TX,75024,COLLIN,URBAN
MED-PHARM PHARMACY,MCKINNEY,Texas,TX,75069,COLLIN,URBAN
EXCEL ER - ODESSA,ODESSA,Texas,TX,79762,ECTOR,URBAN
MEMORIAL HOUSTON SURGERY CENTER,HOUSTON,Texas,TX,77055,HARRIS,URBAN
SMART RX PHARMACY #20001,TYLER,Texas,TX,75701,SMITH,URBAN
GOLDEN TRIANGLE EMERGENCY CENTER-BEAUMON,BEAUMONT,Texas,TX,77708,JEFFERSON,URBAN
GREENLAND PHARMACY,HOUSTON,Texas,TX,77072,HARRIS,URBAN
CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,BEAUMONT,Texas,TX,77702,JEFFERSON,URBAN
BUY-RITE DRUGS PHARMACY,WACO,Texas,TX,76712,MCLENNAN,URBAN
FAMILY PHARMACY,ABILENE,Texas,TX,79602,TAYLOR,URBAN
ARIA PHARMACY LLC,SPRING,Texas,TX,77379,HARRIS,URBAN
LUBBOCK SURGERY CENTER,LUBBOCK,Texas,TX,79410,LUBBOCK,URBAN
SPRING PHARMACY,SPRING,Texas,TX,77388,HARRIS,URBAN
RIVER ROAD PHARMACY,BOERNE,Texas,TX,78006,KENDALL,RURAL
METHODIST CRAIG RANCH SURGERY CENTER,MCKINNEY,Texas,TX,75070,COLLIN,URBAN
NEXTCARE PHARMACY,HOUSTON,Texas,TX,77025,HARRIS,URBAN
WALMART PHARMACY 10-6467,TYLER,Texas,TX,75702,SMITH,URBAN
NORTH TEXAS SURGERY CENTER LLC,SHERMAN,Texas,TX,75090,GRAYSON,URBAN
PRONTO PHARMACY,HOUSTON,Texas,TX,77055,HARRIS,URBAN
CODE 3 ER AT MESQUITE,MESQUITE,Texas,TX,75149,DALLAS,URBAN
TRUE CARE SURGICAL CENTER LLC,RICHMOND,Texas,TX,77469,FORT BEND,URBAN
ALLIANCERX WALGREENS PRIME #20579,IRVING,Texas,TX,75063,DALLAS,URBAN
TEXAS HEALTH EMERGENCY ROOM,CARROLLTON,Texas,TX,75006,DALLAS,URBAN
PARKWAY SURGERY CENTER,SPRING,Texas,TX,77389,HARRIS,URBAN
CHI ST. LUKE'S HEALTH BAYLOR ST. LUKE'S,SPRING,Texas,TX,77386,MONTGOMERY,URBAN
SIGNATURECARE COLLEGE STATION,COLLEGE STA,Texas,TX,77840,BRAZOS,URBAN
S&S PHARMACY LLC,HOUSTON,Texas,TX,77077,HARRIS,URBAN
BAYLOR SCOTT & WHITE SURGICARE NORTH DAL,DALLAS,Texas,TX,75251,DALLAS,URBAN
TEXAS HEALTH EMERGENCY ROOM,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
TEXAS HEALTH EMERGENCY ROOM,DESOTO,Texas,TX,75115,DALLAS,URBAN
SUBLIME CARE EMERGENCY ROOM LLC,SPRING,Texas,TX,77388,HARRIS,URBAN
TT PHARMACY,HOUSTON,Texas,TX,77057,HARRIS,URBAN
WALMART PHARMACY 10-4466,SUGAR LAND,Texas,TX,77478,FORT BEND,URBAN
MESA HILLS SPECIALTY HOSPITAL,EL PASO,Texas,TX,79902,EL PASO,URBAN
NEW LIFE HOSPITAL,HOUSTON,Texas,TX,77090,HARRIS,URBAN
CHI ST LUKE'S HEALTH EMERGENCY CENTER,CONROE,Texas,TX,77304,MONTGOMERY,URBAN
TLC COMPLETE CARE MIDTOWN,CORPUS CHRISTI,Texas,TX,78411,NUECES,URBAN
CRYSTAL OUTPATIENT SURGERY CENTER,HOUSTON,Texas,TX,77079,HARRIS,URBAN
WILSON COUNTY PHARMACY,FLORESVILLE,Texas,TX,78114,WILSON,RURAL
BARATO PHARMACY LLC,HOUSTON,Texas,TX,77011,HARRIS,URBAN
"GENOA HEALTHCARE, LLC",SHERMAN,Texas,TX,75092,GRAYSON,URBAN
SPRING EXCELLENCE SURGICAL HOSPITAL LLC,SPRING,Texas,TX,77379,HARRIS,URBAN
METHODIST SOUTHLAKE HOSPITAL,SOUTHLAKE,Texas,TX,76092,TARRANT,URBAN
RXUNITY NETWORK,HARLINGEN,Texas,TX,78550-9289,CAMERON,URBAN
TEXAN PHARMACY,ROUND ROCK,Texas,TX,78681,WILLIAMSON,URBAN
WALMART PHARMACY 10-7178,PRINCETON,Texas,TX,75407,COLLIN,URBAN
PRESTIGE EMERGENCY ROOM LLC,SAN ANTONIO,Texas,TX,78248,BEXAR,URBAN
RED RIVER HOSPITAL,WICHITA FALLS,Texas,TX,76301,WICHITA,URBAN
HEBRON PHARMACY,CARROLLTON,Texas,TX,75010,DENTON,URBAN
SPRING GREEN PHARMACY,KATY,Texas,TX,77494,FORT BEND,URBAN
THE EMERGENCY CENTER AT WEST 7TH,FORT WORTH,Texas,TX,76107,TARRANT,URBAN
KYLE CARE PHARMACY,KYLE,Texas,TX,78640,HAYS,URBAN
THE MEDICINE SHOPPE,NACOGDOCHES,Texas,TX,75961,NACOGDOCHES,URBAN
EXPRESS EMERGENCY ROOM,SAN ANTONIO,Texas,TX,78247,BEXAR,URBAN
HCP PHARMACY,ARLINGTON,Texas,TX,76015,TARRANT,URBAN
CORNERSTONE HOSPITAL AUSTIN,AUSTIN,Texas,TX,78756,TRAVIS,URBAN
M&A PHARMACY,ARLINGTON,Texas,TX,76002,TARRANT,URBAN
PRIMESOURCE RX LLC,HOUSTON,Texas,TX,77054,HARRIS,URBAN
PAM REHABILITATION HOSPITAL OF CLEAR LAK,WEBSTER,Texas,TX,77598,HARRIS,URBAN
FIRST STREET SURGICAL CENTER,BELLAIRE,Texas,TX,77401,HARRIS,URBAN
CODE 3 ER AT FRISCO,FRISCO,Texas,TX,75035,COLLIN,URBAN
"GENOA HEALTHCARE, LLC",SAN ANTONIO,Texas,TX,78229,BEXAR,URBAN
WALMART PHARMACY 10-6286,KILLEEN,Texas,TX,76549,BELL,URBAN
USPS HEALTHCARE PHARMACY,HOUSTON,Texas,TX,77079,HARRIS,URBAN
SIGNATURECARE MONTROSE,HOUSTON,Texas,TX,77006,HARRIS,URBAN
SOUTHLAKE PAIN AND SURGERY CENTER,SOUTHLAKE,Texas,TX,76092,TARRANT,URBAN
DOUGHERTY'S PHARMACY-SPRINGTOWN,SPRINGTOWN,Texas,TX,76082,PARKER,URBAN
COVENANT HIGH PLAINS SURGERY CENTER-QUAK,LUBBOCK,Texas,TX,79410,LUBBOCK,URBAN
COMPLETE EMERGENCY CARE CITY BASE,SAN ANTONIO,Texas,TX,78223,BEXAR,URBAN
CRANE PHARMACY,CRANE,Texas,TX,79731,CRANE,RURAL
WALMART PHARMACY 10-7310,KATY,Texas,TX,77494,FORT BEND,URBAN
PHYSICIANS PREMIER EMERGENCY ROOM,CORPUS CHRISTI,Texas,TX,78413,NUECES,URBAN
CHILDREN 1ST DENTAL & SURGERY CENTER,HOUSTON,Texas,TX,77074,HARRIS,URBAN
WALMART PHARMACY 10-7224,LANCASTER,Texas,TX,75146,DALLAS,URBAN
"INFINITY PHARMACY, LLC",RICHARDSON,Texas,TX,75082,COLLIN,URBAN
SAFEMED PHARMACY #2,FORT WORTH,Texas,TX,76105,TARRANT,URBAN
GRAPEVINE DRUG RX,GRAPEVINE,Texas,TX,76051,TARRANT,URBAN
WALMART PHARMACY 10-4453,GREENVILLE,Texas,TX,75401,HUNT,URBAN
RED RIVER HOSPITAL,WICHITA FALLS,Texas,TX,76301,WICHITA,URBAN
WALMART PHARMACY 10-4373,WAKE VILLAGE,Texas,TX,75501,BOWIE,URBAN
SIENNA COMPOUNDING PHARMACY,MISSOURI CITY,Texas,TX,77459,FORT BEND,URBAN
OCEANS BEHAVIORAL HOSPITAL OF KATY,KATY,Texas,TX,77450,HARRIS,URBAN
MEDICAL CENTER PHARMACY,MIDLAND,Texas,TX,79705,MIDLAND,URBAN
SAFEMED PHARMACY,DALLAS,Texas,TX,75228,DALLAS,URBAN
ADVANCE ER PARK CITIES,DALLAS,Texas,TX,75209,DALLAS,URBAN
FIRST CHOICE EMERGENCY ROOM,FRIENDSWOOD,Texas,TX,77546,GALVESTON,URBAN
MEDICAL CITY ALLIANCE,FORT WORTH,Texas,TX,76177,TARRANT,URBAN
"KEYSTONE SURGERY CENTER, LLC",HOUSTON,Texas,TX,77025,HARRIS,URBAN
STAT EMERGENCY CENTER OF LAREDO,LAREDO,Texas,TX,78043,WEBB,URBAN
MEMORIAL HERMANN SURGERY CENTER KIRBY GL,HOUSTON,Texas,TX,77030,HARRIS,URBAN
GALAXY SPECIALTY PHARMACY,SAN ANTONIO,Texas,TX,78229,BEXAR,URBAN
ALLIANCERX WALGREENS PRIME #16280,FRISCO,Texas,TX,75033,COLLIN,URBAN
"GENOA HEALTHCARE, LLC",EL PASO,Texas,TX,79936,EL PASO,URBAN
THE DRUGSTORE,PITTSBURG,Texas,TX,75686,CAMP,RURAL
WALMART PHARMACY 10-3653,BURLESON,Texas,TX,76028,JOHNSON,URBAN
CORNELL PHARMACY LLC,DALLAS,Texas,TX,75248,DALLAS,URBAN
COMPLETE CARE CHISHOLM TRAIL,FORT WORTH,Texas,TX,76132,TARRANT,URBAN
CORPUS CHRISTI REHABILITATION HOSPITAL,CORPUS CHRISTI,Texas,TX,78414,NUECES,URBAN
BEST CARE RX LLC,HOUSTON,Texas,TX,77087,HARRIS,URBAN
MEDICAL SQUARE PHARMACY,AMARILLO,Texas,TX,79106,POTTER,URBAN
PHARMACARE PLUS,HOUSTON,Texas,TX,77074,HARRIS,URBAN
GENORITE PHARMACY,AUSTIN,Texas,TX,78749,TRAVIS,URBAN
SANTA MARIA PHARMACY LLC,HOUSTON,Texas,TX,77081,HARRIS,URBAN
SURGICAL EYE CENTER OF SAN ANTONIO,LIVE OAK,Texas,TX,78233,BEXAR,URBAN
MARKET STREET PHARMACY #678,SAN ANGELO,Texas,TX,76904,TOM GREEN,URBAN
ALBERTSONS MARKET PHARMACY #676,ODESSA,Texas,TX,79764,ECTOR,URBAN
BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
OCEANS BEHAVIORAL HOSP. OF PERMIAN BASIN,MIDLAND,Texas,TX,79706,MIDLAND,URBAN
CEDAR PARK EMERGENCY CENTER,CEDAR PARK,Texas,TX,78613,WILLIAMSON,URBAN
WARM SPRINGS REHABILITATION HOSP OF KYLE,KYLE,Texas,TX,78640,HAYS,URBAN
YOAKUM  DISCOUNT PHARMACY,YOAKUM,Texas,TX,77995,LAVACA,RURAL
PROSPER PHARMACY,PROSPER,Texas,TX,75078,COLLIN,URBAN
WALMART PHARMACY 10-5224,SAN ANTONIO,Texas,TX,78249,BEXAR,URBAN
WALMART PHARMACY 10-4165,FORT WORTH,Texas,TX,76114,TARRANT,URBAN
TOTAL VEIN PHARMACY,HOUSTON,Texas,TX,77008,HARRIS,URBAN
PLATINUM RX NORTH,HOUSTON,Texas,TX,77032,HARRIS,URBAN
WALMART PHARMACY 10-3169,MANOR,Texas,TX,78653,TRAVIS,URBAN
"BRICKSTREET LONG TERM CARE, LLC",TYLER,Texas,TX,75701,SMITH,URBAN
NEXGEN SPECIALTY PHARMACY,ARLINGTON,Texas,TX,76006,TARRANT,URBAN
SURECARE SPECIALTY PHARMACY,EL PASO,Texas,TX,79902,EL PASO,URBAN
STAR MEDICAL CENTER,PLANO,Texas,TX,75075,COLLIN,URBAN
"SANDSRX,  LLC",WYLIE,Texas,TX,75098,COLLIN,URBAN
BRUCE AND HUMAN DRUG,WILLS POINT,Texas,TX,75169,VAN ZANDT,URBAN
MURPHY FAMILY DRUG,PLANO,Texas,TX,75094,COLLIN,URBAN
RITE-AWAY PHARMACY,SAN ANTONIO,Texas,TX,78207,BEXAR,URBAN
DOW EMERGENCY,HOUSTON,Texas,TX,77049,HARRIS,URBAN
WALMART PHARMACY 10-4193,TYLER,Texas,TX,75703,SMITH,URBAN
CENTRAL PARK SURGERY CENTER,AUSTIN,Texas,TX,78705,TRAVIS,URBAN
JEFFERSON PHARMACY,DALLAS,Texas,TX,75211,DALLAS,URBAN
COMFORT PHARMACY,COMFORT,Texas,TX,78013,KENDALL,RURAL
PAM SPECIALTY HOSPITAL OF SAN ANTONIO,SAN ANTONIO,Texas,TX,78249,BEXAR,URBAN
"THR/STT SOUTHLAKE ASC, LLC",SOUTHLAKE,Texas,TX,76092,TARRANT,URBAN
LAURA'S PHARMACY,AZLE,Texas,TX,76020,TARRANT,URBAN
WILLOWBROOK PHARMACY/COMPOUNDING,HOUSTON,Texas,TX,77095,HARRIS,URBAN
WALMART PHARMACY 10-5764,FORT WORTH,Texas,TX,76052,TARRANT,URBAN
WALMART PHARMACY 10-5672,LUCAS,Texas,TX,75002,COLLIN,URBAN
WALMART PHARMACY 10-3198,CARROLLTON,Texas,TX,75007,DENTON,URBAN
AUSTIN EMERGENCY CENTER,AUSTIN,Texas,TX,78704,TRAVIS,URBAN
ENCOMPASS HEALTH REHAB HOSPITAL THE VINT,HOUSTON,Texas,TX,77070,HARRIS,URBAN
DOYFRAN PHARMACY,HUMBLE,Texas,TX,77396,HARRIS,URBAN
"STARR PLUS PHARMACY, LLC",LAKE JACKSON,Texas,TX,77566-5640,BRAZORIA,URBAN
RITE AWAY PHARMACY & MEDICAL SUPPLY,AUSTIN,Texas,TX,78745,TRAVIS,URBAN
WARM SPRINGS REHABILITATION HOSPITAL OF,SAN ANTONIO,Texas,TX,78247,BEXAR,URBAN
ROCK PHARMACY LLC,BOERNE,Texas,TX,78006,KENDALL,RURAL
HOMETOWN PHARMACY,PLAINVIEW,Texas,TX,79072,HALE,RURAL
BLUE RIBBON PHARMACY,BAYTOWN,Texas,TX,77521,HARRIS,URBAN
WALMART PHARMACY 10-5823,DALLAS,Texas,TX,75231,DALLAS,URBAN
WALMART PHARMACY 10-3631,CROWLEY,Texas,TX,76036,TARRANT,URBAN
WALMART PHARMACY 10-5713,LAREDO,Texas,TX,78045,WEBB,URBAN
WALMART PHARMACY 10-5963,FLOWER MOUND,Texas,TX,75022,DENTON,URBAN
MAS PHARMACY RX LLC,HOUSTON,Texas,TX,77055,HARRIS,URBAN
SACRED HEART EMERGENCY CENTER,HOUSTON,Texas,TX,77055,HARRIS,URBAN
"SAGE PHARMACY AND STORES, LLC",CEDAR PARK,Texas,TX,78613,WILLIAMSON,URBAN
ADVANCED RX PHARMACY 062,FARMERS BRANCH,Texas,TX,75244,DALLAS,URBAN
MEMORIAL HOSPITAL,SEMINOLE,Texas,TX,79360,GAINES,RURAL
"RENUE RX, A BENZER PHARMACY",DALLAS,Texas,TX,75201,DALLAS,URBAN
WALMART PHARMACY 10-2918,ALLEN,Texas,TX,75013,COLLIN,URBAN
WALMART PHARMACY 10-5388,LEAGUE CITY,Texas,TX,77573,GALVESTON,URBAN
RX TO GO PHARMACY,LEAGUE CITY,Texas,TX,77573,GALVESTON,URBAN
WALMART PHARMACY 10-3828,LONGVIEW,Texas,TX,75603,GREGG,URBAN
WALMART PHARMACY 10-5191,FORNEY,Texas,TX,75126,KAUFMAN,URBAN
WALMART PHARMACY 10-3518,LAREDO,Texas,TX,78043,WEBB,URBAN
GULF COAST SUPPLY CHAIN SVCS,SUGAR LAND,Texas,TX,77478,FORT BEND,URBAN
WALMART PHARMACY 10-5210,WYLIE,Texas,TX,75098,DALLAS,URBAN
WALMART PHARMACY 10-927,PLAINVIEW,Texas,TX,79072,HALE,RURAL
WALMART PHARMACY 10-2239,SAN ANTONIO,Texas,TX,78245,BEXAR,URBAN
WALMART PHARMACY 10-1279,HOUSTON,Texas,TX,77037,HARRIS,URBAN
WALMART PHARMACY 10-1055,GARLAND,Texas,TX,75040,DALLAS,URBAN
KELSEY PHARMACY,SHENANDOAH,Texas,TX,77384,MONTGOMERY,URBAN
TEXAS SCRIPTS,PHARR,Texas,TX,78577,HIDALGO,URBAN
WALMART PHARMACY 10-5317,AUSTIN,Texas,TX,78748,TRAVIS,URBAN
WALMART PHARMACY 10-1800,GARLAND,Texas,TX,75041,DALLAS,URBAN
WALMART PHARMACY 10-1198,SAN ANTONIO,Texas,TX,78258,BEXAR,URBAN
WALMART PHARMACY 10-442,KINGSVILLE,Texas,TX,78363,KLEBERG,RURAL
WALMART PHARMACY 10-397,MCALLEN,Texas,TX,78503,HIDALGO,URBAN
COOK CHILDREN'S PEDIATRIC SURGERY CENTER,PLANO,Texas,TX,75093,COLLIN,URBAN
WALMART PHARMACY 10-939,WACO,Texas,TX,76710,MCLENNAN,URBAN
WALMART PHARMACY 10-461,EAGLE PASS,Texas,TX,78852,MAVERICK,URBAN
"CLEBURNE SURGICAL CENTER, LLC",CLEBURNE,Texas,TX,76033,JOHNSON,URBAN
M CHEST PHARMACY- HOUSTON,HOUSTON,Texas,TX,77061,HARRIS,URBAN
"ABRAMS ROYAL PHARMACY II, LLC",PLANO,Texas,TX,75093,COLLIN,URBAN
WALMART PHARMACY 10-963,WEATHERFORD,Texas,TX,76086,PARKER,URBAN
WALMART PHARMACY 10-482,WEST COLUMBIA,Texas,TX,77486,BRAZORIA,URBAN
WALMART PHARMACY 10-2625,CARROLLTON,Texas,TX,75006,DALLAS,URBAN
WALMART PHARMACY 10-185,GAINESVILLE,Texas,TX,76240,COOKE,RURAL
WALMART PHARMACY 10-3888,SAN ANTONIO,Texas,TX,78253,BEXAR,URBAN
WALMART PHARMACY 10-2688,TYLER,Texas,TX,75703,SMITH,URBAN
IV SOLUTIONS OF LUBBOCK,LUBBOCK,Texas,TX,79407,LUBBOCK,URBAN
"BEAR CREEK PHARMACY, LLC",KELLER,Texas,TX,76248,TARRANT,URBAN
WALMART PHARMACY 10-5288,SEAGOVILLE,Texas,TX,75159,DALLAS,URBAN
WALMART PHARMACY 10-527,ANGLETON,Texas,TX,77515,BRAZORIA,URBAN
CARIE BOYD'S PRESCRIPTION SHOP,HURST,Texas,TX,76054,TARRANT,URBAN
WALMART PHARMACY 10-5080,HURST,Texas,TX,76054,TARRANT,URBAN
WALMART PHARMACY 10-330,VICTORIA,Texas,TX,77904,VICTORIA,URBAN
WALMART PHARMACY 10-3286,HICKORY CREEK,Texas,TX,75065,DENTON,URBAN
WALMART PHARMACY 10-2257,HOUSTON,Texas,TX,77040,HARRIS,URBAN
WALMART PHARMACY 10-2123,TEXARKANA,Texas,TX,75501,BOWIE,URBAN
MARKET STREET PHARMACY #526,AMARILLO,Texas,TX,79109,RANDALL,URBAN
UNITED PHARMACY #522,AMARILLO,Texas,TX,79110,RANDALL,URBAN
MARKET STREET PHARMACY #517,WICHITA FALLS,Texas,TX,76309,WICHITA,URBAN
UNITED PHARMACY #516,WICHITA FALLS,Texas,TX,76302,WICHITA,URBAN
WALMART PHARMACY 10-2891,ODESSA,Texas,TX,79763,ECTOR,URBAN
HILL COUNTRY MEMORIAL SURGERY CENTER LLC,MARBLE FALLS,Texas,TX,78654,BURNET,RURAL
WALMART PHARMACY 10-561,EASTLAND,Texas,TX,76448,EASTLAND,RURAL
WALMART PHARMACY 10-3226,KATY,Texas,TX,77494,HARRIS,URBAN
WALMART PHARMACY 10-2976,MESQUITE,Texas,TX,75150,DALLAS,URBAN
WALMART PHARMACY 10-0140,LUFKIN,Texas,TX,75904,ANGELINA,URBAN
WALMART PHARMACY 10-744,HUMBLE,Texas,TX,77346,HARRIS,URBAN
WALMART PHARMACY 10-283,BRIDGE CITY,Texas,TX,77611,ORANGE,URBAN
WALMART PHARMACY 10-275,LIVINGSTON,Texas,TX,77351,POLK,RURAL
WALMART PHARMACY 10-266,GRAPEVINE,Texas,TX,76051,TARRANT,URBAN
WALMART PHARMACY 10-148,PARIS,Texas,TX,75460,LAMAR,RURAL
WALMART PHARMACY 10-399,LONGVIEW,Texas,TX,75604,GREGG,URBAN
WALMART PHARMACY 10-3574,ALLEN,Texas,TX,75002,COLLIN,URBAN
WALMART PHARMACY 10-384,LUMBERTON,Texas,TX,77657,HARDIN,URBAN
WALMART PHARMACY 10-265,TERRELL,Texas,TX,75160,KAUFMAN,URBAN
WALMART PHARMACY 10-249,CLEVELAND,Texas,TX,77327,LIBERTY,URBAN
"CARVAJAL PHARMACY LTC, LLC",SAN ANTONIO,Texas,TX,78214,BEXAR,URBAN
MEDICAL RX PHARMACY,PLANO,Texas,TX,75075,COLLIN,URBAN
MXP PHARMACY,AMARILLO,Texas,TX,79101,POTTER,URBAN
"NO 3. AFFORDABLE PHARMACY, LLC",WHARTON,Texas,TX,77488,WHARTON,RURAL
SOUTH PLAINS SURGERY CENTER,LUBBOCK,Texas,TX,79416,LUBBOCK,URBAN
REDEEM HEALTH PHARMACY,EULESS,Texas,TX,76040,TARRANT,URBAN
ALLIANCE PHARMACY LLC,FORT WORTH,Texas,TX,76244,TARRANT,URBAN
MOUNTAIN WEST SURGERY CENTER OF MESA HIL,EL PASO,Texas,TX,79902,EL PASO,URBAN
PHARM HOUSE DRUG - CRYSTAL CITY LLC,CRYSTAL CITY,Texas,TX,78839,ZAVALA,RURAL
"ADVANCED SURGICAL CARE OF BOERNE, LLC",BOERNE,Texas,TX,78006,KENDALL,RURAL
IMEDSPLUS THE I-LAB (INNOVATION LAB),DALLAS,Texas,TX,75219,DALLAS,URBAN
DELCEY PHARMACY,HOUSTON,Texas,TX,77036,HARRIS,URBAN
NORTH PARK HEART & VASCULAR SURGERY CENT,DALLAS,Texas,TX,75243,DALLAS,URBAN
CAMPBELL DRUG STORE,THREE RIVERS,Texas,TX,78071,LIVE OAK,RURAL
SPRING BRANCH PHARMACY,SPRING BRANCH,Texas,TX,78070,COMAL,URBAN
IKARE PHARMACY SW,SAN ANTONIO,Texas,TX,78229,BEXAR,URBAN
MY PHARMACY DIRECT,FORT WORTH,Texas,TX,76107,TARRANT,URBAN
MATLOCK VILLAGE FAMILY PHARMACY,ARLINGTON,Texas,TX,76002,TARRANT,URBAN
BAYBROOK CARE PHARMACY LLC,HOUSTON,Texas,TX,77089,HARRIS,URBAN
MACE CARE PHARMACY LLC,HOUSTON,Texas,TX,77081,HARRIS,URBAN
SIGMA CARE RX,HEWITT,Texas,TX,76643,MCLENNAN,URBAN
DORADO PHARMACY,ODESSA,Texas,TX,79765,MIDLAND,URBAN
UT HEALTH EAST TEXAS QUITMAN HOSPITAL,QUITMAN,Texas,TX,75783,WOOD,RURAL
ECKERDS PHARMACY 106,LAKE JACKSON,Texas,TX,77566,BRAZORIA,URBAN
UT HEALTH CEDAR CREEK LAKE ECC PHARMACY,MABANK,Texas,TX,75156,HENDERSON,URBAN
PRIME CHOICE PHARMACY LLC,SUGAR LAND,Texas,TX,77478,FORT BEND,URBAN
AVITA PHARMACY,AUSTIN,Texas,TX,78756,TRAVIS,URBAN
GENOA HEALTHCARE LLC,LAREDO,Texas,TX,78041,WEBB,URBAN
PAM REHABILITATION HOSPITAL OF ROUND ROC,ROUND ROCK,Texas,TX,78665,WILLIAMSON,URBAN
JOHNSON PHARMACY,BURLESON,Texas,TX,76028,JOHNSON,URBAN
DOWNING LABS LLC,DALLAS,Texas,TX,75244,DALLAS,URBAN
DINMA PHARMACY,PHARR,Texas,TX,78577,HIDALGO,URBAN
MEDICAL CITY WEATHERFORD,WEATHERFORD,Texas,TX,76086,PARKER,URBAN
PHARM HOUSE DRUG - NEEDVILLE LLC,NEEDVILLE,Texas,TX,77461,FORT BEND,URBAN
ASPIRE SURGERY CENTER,HOUSTON,Texas,TX,77092,HARRIS,URBAN
TRIFECTA PHARMACY LLC,HOUSTON,Texas,TX,77036,HARRIS,URBAN
MARKET STREET PHARMACY #696,MANSFIELD,Texas,TX,76063,TARRANT,URBAN
